Food_Item_ID,foodcode,modcode,foodname,portionwgt,Portion_Factor,portiondesc,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)","_606 Fatty acids, total saturated (g)",_301 Calcium (mg),_307 Sodium (mg)
155,11830900,000000,"Protein supplement powder, milk-based, not reconstituted",11.00,0.11,tablespoon,3.23,0.17,6.47,6.47,0.00,0.06,95.37,54.45
156,11830940,000000,"Meal replacement powder, high protein, milk-based, to mix with fruit juice, not reconstituted",7.29,0.07,tablespoon,2.34,0.00,3.98,2.58,1.40,0.00,93.59,17.52
156,11830940,000000,"Meal replacement powder, high protein, milk-based, to mix with fruit juice, not reconstituted",31.00,0.31,scoop (1.1 oz),9.92,0.00,16.90,10.94,5.95,0.00,397.42,74.40
157,11830970,000000,"Meal replacement powder, milk-based, not reconstituted",15.00,0.15,tablespoon,2.64,0.06,9.53,9.23,0.30,0.03,79.35,54.90
157,11830970,000000,"Meal replacement powder, milk-based, not reconstituted",33.00,0.33,scoop (1.2 oz),5.81,0.13,20.96,20.30,0.66,0.06,174.57,120.78
158,11830990,000000,"Nutrient supplement powder, milk-based, not reconstituted",12.50,0.13,tablespoon,2.94,0.44,8.30,8.30,0.00,0.27,88.13,33.00
159,11831500,000000,"Nutrient supplement powder, milk-based, high protein, not reconstituted",27.00,0.27,packet (0.95 oz),15.01,2.00,5.00,4.73,0.27,0.19,200.07,103.95
160,11832000,000000,"Meal replacement powder, milk- and soy-based,  not reconstituted",10.00,0.10,tablespoon,3.37,0.22,4.72,4.52,0.20,0.03,112.40,83.10
160,11832000,000000,"Meal replacement powder, milk- and soy-based,  not reconstituted",44.00,0.44,packet (D.E.L.T.A),14.83,0.97,20.77,19.89,0.88,0.14,494.56,365.64
161,12110100,000000,"Cream, light",240.00,2.40,cup,6.48,46.34,8.78,8.78,0.00,28.85,230.39,96.00
161,12110100,000000,"Cream, light",15.00,0.15,tablespoon,0.41,2.90,0.55,0.55,0.00,1.80,14.40,6.00
162,12110300,000000,"Cream, light, whipped, unsweetened",120.00,1.20,cup,2.60,37.09,3.55,3.55,0.00,23.20,82.80,40.80
162,12110300,000000,"Cream, light, whipped, unsweetened",7.50,0.08,tablespoon,0.16,2.32,0.22,0.22,0.00,1.45,5.18,2.55
163,12120100,000000,"Cream, half and half",242.00,2.42,cup,7.16,27.83,10.41,10.41,0.00,17.32,254.09,99.22
163,12120100,000000,"Cream, half and half",15.10,0.15,tablespoon,0.45,1.74,0.65,0.65,0.00,1.08,15.86,6.19
164,12120105,000000,"Cream, half and half, low fat",242.00,2.42,cup,6.73,15.61,16.09,11.25,0.00,9.68,241.99,169.39
164,12120105,000000,"Cream, half and half, low fat",15.10,0.15,tablespoon,0.42,0.97,1.00,0.70,0.00,0.60,15.10,10.57
165,12120110,000000,"Cream, half and half, fat free",242.00,2.42,cup,6.29,3.39,21.78,12.10,0.00,2.04,232.31,241.99
165,12120110,000000,"Cream, half and half, fat free",15.10,0.15,tablespoon,0.39,0.21,1.36,0.76,0.00,0.13,14.50,15.10
166,12130100,000000,"Cream, heavy (whipping cream)",238.00,2.38,cup,4.88,88.06,6.64,6.64,0.00,54.81,154.69,90.44
166,12130100,000000,"Cream, heavy (whipping cream)",14.90,0.15,tablespoon,0.31,5.51,0.42,0.42,0.00,3.43,9.69,5.66
167,12130200,000000,"Cream, heavy, whipped, unsweetened",119.00,1.19,cup,2.44,44.03,3.32,3.32,0.00,27.41,77.34,45.22
167,12130200,000000,"Cream, heavy, whipped, unsweetened",7.40,0.07,tablespoon,0.15,2.74,0.21,0.21,0.00,1.70,4.81,2.81
168,12140000,000000,"Cream, heavy, whipped, sweetened",119.00,1.19,cup,2.30,41.42,10.16,10.02,0.00,25.78,72.58,42.84
168,12140000,000000,"Cream, heavy, whipped, sweetened",7.40,0.07,tablespoon,0.14,2.58,0.63,0.62,0.00,1.60,4.51,2.66
169,12140100,000000,"Cream, whipped, pressurized container",60.00,0.60,cup,1.92,13.33,7.49,4.80,0.00,8.30,60.60,4.80
169,12140100,000000,"Cream, whipped, pressurized container",3.79,0.04,tablespoon,0.12,0.84,0.47,0.30,0.00,0.53,3.84,0.30
170,12140105,000000,"Cream, whipped, pressurized container, light",64.00,0.64,cup,2.05,14.22,7.99,5.12,0.00,8.85,64.64,5.12
170,12140105,000000,"Cream, whipped, pressurized container, light",4.00,0.04,tablespoon,0.13,0.89,0.50,0.32,0.00,0.55,4.04,0.32
171,12140110,000000,"Cream, whipped, pressurized container, fat free",64.00,0.64,cup,1.92,3.20,16.00,10.24,0.26,1.84,69.12,46.08
171,12140110,000000,"Cream, whipped, pressurized container, fat free",4.00,0.04,tablespoon,0.12,0.20,1.00,0.64,0.02,0.11,4.32,2.88
172,12210200,000000,"Coffee creamer, liquid",240.00,2.40,cup,2.40,23.93,27.31,27.31,0.00,4.65,21.60,160.79
172,12210200,000000,"Coffee creamer, liquid",15.00,0.15,tablespoon,0.15,1.50,1.71,1.71,0.00,0.29,1.35,10.05
173,12210210,000000,"Coffee creamer, flavored, liquid",240.00,2.40,cup,1.66,32.40,84.16,79.29,2.64,6.32,14.40,160.79
173,12210210,000000,"Coffee creamer, flavored, liquid",15.00,0.15,tablespoon,0.10,2.03,5.26,4.96,0.17,0.40,0.90,10.05
174,12210250,000000,"Coffee creamer, light, liquid",242.00,2.42,cup,1.94,8.47,22.02,22.02,0.00,2.17,2.42,145.19
174,12210250,000000,"Coffee creamer, light, liquid",15.10,0.15,tablespoon,0.12,0.53,1.37,1.37,0.00,0.14,0.15,9.06
175,12210400,000000,"Coffee creamer, powdered",3.00,0.03,packet,0.14,1.06,1.65,1.65,0.00,0.98,0.66,3.69
175,12210400,000000,"Coffee creamer, powdered",2.00,0.02,teaspoon,0.10,0.71,1.10,1.10,0.00,0.65,0.44,2.46
176,12210410,000000,"Coffee creamer, light, powdered",3.00,0.03,packet,0.06,0.47,2.20,2.20,0.00,0.11,0.03,6.87
176,12210410,000000,"Coffee creamer, light, powdered",2.00,0.02,teaspoon,0.04,0.31,1.47,1.47,0.00,0.08,0.02,4.58
177,12210420,000000,"Coffee creamer, flavored, powdered",3.00,0.03,packet,0.02,0.64,2.26,1.74,0.04,0.58,0.15,3.69
177,12210420,000000,"Coffee creamer, flavored, powdered",2.00,0.02,teaspoon,0.01,0.43,1.51,1.16,0.02,0.39,0.10,2.46
178,12220100,000000,Cool Whip pressurized can,4.40,0.04,tablespoon,0.04,0.98,0.71,0.71,0.00,0.83,0.22,2.73
179,12220200,000000,Cool Whip frozen,4.70,0.05,tablespoon,0.06,1.19,1.08,1.08,0.00,1.02,0.28,1.18
180,12220250,000000,Cool Whip Lite frozen,4.70,0.05,tablespoon,0.14,0.62,1.11,1.11,0.00,0.53,3.34,3.38
181,12220270,000000,Cool Whip Free frozen,4.70,0.05,tablespoon,0.14,0.24,1.18,0.75,0.02,0.13,5.08,3.38
182,12220280,000000,Cool Whip Sugar Free frozen ,4.70,0.05,tablespoon,0.14,0.62,1.11,1.11,0.00,0.53,3.34,3.38
183,12220300,000000,Dream Whip ,5.00,0.05,tablespoon,0.18,0.64,0.86,0.86,0.00,0.53,4.50,3.30
184,12310100,000000,Sour cream,14.40,0.14,tablespoon,0.30,2.84,0.41,0.41,0.00,1.66,15.84,6.77
185,12310200,000000,"Sour cream, half and half",15.00,0.15,tablespoon,0.44,1.80,0.64,0.02,0.00,1.12,15.60,13.35
185,12310200,000000,"Sour cream, half and half",28.25,0.28,ounce(s),0.83,3.39,1.20,0.05,0.00,2.11,29.38,25.14
185,12310200,000000,"Sour cream, half and half",226.00,2.26,container (8 oz),6.64,27.12,9.63,0.36,0.00,16.88,235.03,201.13
186,12310300,000000,"Sour cream, reduced fat",16.00,0.16,tablespoon,1.12,2.26,1.12,0.05,0.00,1.39,22.56,11.20
186,12310300,000000,"Sour cream, reduced fat",28.25,0.28,ounce(s),1.98,3.98,1.98,0.08,0.00,2.46,39.83,19.78
186,12310300,000000,"Sour cream, reduced fat",226.00,2.26,container (8 oz),15.82,31.86,15.82,0.68,0.00,19.66,318.65,158.19
187,12310350,000000,"Sour cream, light",16.00,0.16,tablespoon,0.56,1.70,1.14,0.04,0.00,1.06,22.56,13.28
187,12310350,000000,"Sour cream, light",5.33,0.05,teaspoon,0.19,0.56,0.38,0.01,0.00,0.35,7.52,4.42
187,12310350,000000,"Sour cream, light",28.25,0.28,ounce(s),0.99,2.99,2.01,0.06,0.00,1.86,39.83,23.45
187,12310350,000000,"Sour cream, light",226.00,2.26,container (8 oz),7.91,23.95,16.04,0.50,0.00,14.91,318.65,187.57
188,12310370,000000,Nonfat sour cream ,16.00,0.16,tablespoon,0.50,0.00,2.50,0.06,0.00,0.00,20.00,22.56
188,12310370,000000,Nonfat sour cream ,28.25,0.28,ounce(s),0.88,0.00,4.41,0.11,0.00,0.00,35.31,39.83
188,12310370,000000,Nonfat sour cream ,226.00,2.26,container (8 oz),7.01,0.00,35.25,0.88,0.00,0.00,282.49,318.65
189,12320100,000000,"Sour cream, imitation (nondairy)",14.40,0.14,tablespoon,0.35,2.81,0.95,0.95,0.00,2.56,0.43,14.69
189,12320100,000000,"Sour cream, imitation (nondairy)",28.35,0.28,ounce(s),0.68,5.53,1.88,1.88,0.00,5.04,0.85,28.92
189,12320100,000000,"Sour cream, imitation (nondairy)",227.00,2.27,container (8 oz),5.45,44.31,15.05,15.05,0.00,40.39,6.81,231.54
190,12350000,000000,"Dip, made with sour cream",15.19,0.15,tablespoon,0.28,4.81,0.41,0.35,0.03,1.68,13.07,64.60
191,12350000,201766,"Dip, made with fat free sour cream",15.19,0.15,tablespoon,0.52,0.00,2.90,0.11,0.07,0.00,19.19,106.32
192,12350000,202322,"Dip, made with light sour cream",15.19,0.15,tablespoon,0.58,1.50,1.72,0.08,0.07,0.93,21.45,98.99
193,12350020,000000,"Dip, made with reduced fat sour cream",15.00,0.15,tablespoon,0.38,3.83,0.56,0.05,0.03,1.21,12.30,66.30
194,12350100,000000,"Spinach dip, made with sour cream and mayonnaise",15.00,0.15,tablespoon,0.33,3.64,0.78,0.27,0.21,0.90,11.25,43.80
195,12350100,100968,"Spinach dip, made with fat free sour cream and low-calorie mayonnaise",15.00,0.15,tablespoon,0.37,0.81,2.16,0.31,0.20,0.13,12.07,49.44
196,12350100,206570,"Spinach dip, made with reduced fat sour cream and mayonnaise",15.00,0.15,tablespoon,0.53,3.56,1.03,0.19,0.20,0.81,12.54,41.60
197,13110100,000000,"Ice cream, regular, vanilla or other flavors",148.00,1.33,cup,4.66,14.63,31.39,28.22,0.93,9.03,170.24,106.40
197,13110100,000000,"Ice cream, regular, vanilla or other flavors",66.00,0.66,medium scoop,2.31,7.26,15.58,14.01,0.46,4.48,84.48,52.80
197,13110100,000000,"Ice cream, regular, vanilla or other flavors",51.00,0.51,single-serve cup (3 fl oz),1.79,5.61,12.04,10.82,0.36,3.46,65.28,40.80
198,13110110,000000,"Ice cream, regular, chocolate",148.00,1.33,cup,5.05,14.63,37.51,33.73,1.60,9.04,144.97,101.08
198,13110110,000000,"Ice cream, regular, chocolate",60.00,0.60,single-serve cup (3.5 fl oz),2.28,6.60,16.92,15.22,0.72,4.08,65.40,45.60
198,13110110,000000,"Ice cream, regular, chocolate",66.00,0.66,medium scoop,2.51,7.26,18.61,16.74,0.79,4.49,71.94,50.16
199,13110120,000000,"Ben and Jerry's ice cream, vanilla or other flavors",148.00,1.48,cup,5.18,23.98,32.99,30.56,0.00,15.29,173.16,90.28
199,13110120,000000,"Ben and Jerry's ice cream, vanilla or other flavors",74.00,0.74,medium scoop,2.59,11.99,16.49,15.28,0.00,7.64,86.58,45.14
199,13110120,000000,"Ben and Jerry's ice cream, vanilla or other flavors",67.00,0.67,Viennetta slice,2.35,10.85,14.93,13.84,0.00,6.92,78.39,40.87
200,13110130,000000,"Ben and Jerry's ice cream, chocolate",148.00,1.48,cup,6.99,25.13,30.71,25.68,1.33,15.36,210.16,84.36
200,13110130,000000,"Ben and Jerry's ice cream, chocolate",74.00,0.74,medium scoop,3.49,12.57,15.36,12.84,0.67,7.68,105.08,42.18
200,13110130,000000,"Ben and Jerry's ice cream, chocolate",67.00,0.67,Viennetta slice,3.16,11.38,13.90,11.62,0.60,6.95,95.14,38.19
201,13110200,000000,"Ice cream, soft serve, vanilla or other flavors",173.00,1.73,cup,6.06,19.03,40.83,36.71,1.21,11.75,221.44,138.40
202,13110210,000000,"Ice cream, soft serve, chocolate",173.00,1.73,cup,7.09,22.49,38.41,36.61,1.21,12.91,226.63,105.53
203,13110320,000000,"Ice cream, no sugar added, vanilla or other flavors",148.00,1.26,cup,3.99,16.00,28.01,8.00,6.05,8.56,161.28,60.48
203,13110320,000000,"Ice cream, no sugar added, vanilla or other flavors",120.00,0.63,medium scoop,2.00,8.00,14.00,4.00,3.02,4.28,80.64,30.24
204,13110330,000000,"Ice cream, no sugar added, chocolate",148.00,1.26,cup,4.79,16.00,33.77,8.00,6.05,8.57,137.34,95.76
204,13110330,000000,"Ice cream, no sugar added, chocolate",120.00,0.63,medium scoop,2.39,8.00,16.88,4.00,3.02,4.28,68.67,47.88
205,13120050,000000,"Ice cream bar, no coating",56.00,0.56,bar,1.96,6.16,13.22,11.88,0.39,3.80,71.68,44.80
206,13120100,000000,"Ice cream bar, chocolate covered",51.00,0.51,3 Musketeers Bar,2.09,12.29,12.50,9.33,0.41,6.73,60.69,34.68
206,13120100,000000,"Ice cream bar, chocolate covered",64.00,0.64,Heath bar,2.62,15.42,15.68,11.71,0.51,8.45,76.16,43.52
206,13120100,000000,"Ice cream bar, chocolate covered",92.00,0.92,Klondike Krispy bar,3.77,22.17,22.54,16.84,0.74,12.15,109.48,62.56
206,13120100,000000,"Ice cream bar, chocolate covered",43.00,0.43,Mickey Mouse bar,1.76,10.36,10.54,7.87,0.34,5.68,51.17,29.24
206,13120100,000000,"Ice cream bar, chocolate covered",18.00,0.18,Rondo,0.74,4.34,4.41,3.29,0.14,2.38,21.42,12.24
206,13120100,000000,"Ice cream bar, chocolate covered",56.00,0.56,bar,2.30,13.50,13.72,10.25,0.45,7.39,66.64,38.08
206,13120100,000000,"Ice cream bar, chocolate covered",8.00,0.08,Ice cream nugget,0.33,1.93,1.96,1.46,0.06,1.06,9.52,5.44
206,13120100,000000,"Ice cream bar, chocolate covered",19.00,0.19,3 Musketeers Bar (snack size),0.78,4.58,4.66,3.48,0.15,2.51,22.61,12.92
207,13120110,000000,"Ice cream bar, chocolate or caramel covered, with nuts",49.00,0.49,bar,2.16,9.90,15.14,14.70,0.29,6.20,123.48,45.08
207,13120110,000000,"Ice cream bar, chocolate or caramel covered, with nuts",57.00,0.57,bar,2.51,11.51,17.61,17.10,0.34,7.22,143.64,52.44
207,13120110,000000,"Ice cream bar, chocolate or caramel covered, with nuts",54.00,0.54,bar,2.38,10.91,16.69,16.20,0.32,6.84,136.08,49.68
207,13120110,000000,"Ice cream bar, chocolate or caramel covered, with nuts",48.00,0.48,bar,2.11,9.70,14.83,14.40,0.29,6.08,120.96,44.16
208,13120120,000000,"Dove bar, chocolate ice cream",81.00,0.81,bar,3.58,18.91,28.69,24.28,2.11,11.31,79.38,34.02
209,13120121,000000,"Dove bar, vanilla ice cream",81.00,0.81,bar (3 fl oz),3.84,16.39,27.07,24.22,0.81,10.35,112.59,53.46
210,13120130,000000,Haagen-Dazs ice cream bar with nuts,113.00,1.13,Haagen-Dazs bar,6.67,25.04,33.45,28.70,1.92,12.89,163.84,66.66
211,13120140,000000,"Ice cream bar, chocolate ice cream, chocolate covered",49.00,0.49,3 Musketeers Bar (2 fl oz),2.26,7.35,17.10,15.17,0.83,4.56,61.74,37.73
212,13120300,000000,"Ice cream bar, cake covered",59.00,0.59,bar,2.55,7.96,21.70,12.96,0.65,2.62,60.77,182.31
213,13120400,000000,Ice cream bar or stick with fruit,41.00,0.41,bar,0.93,2.55,10.14,8.80,0.94,1.56,31.98,18.45
213,13120400,000000,Ice cream bar or stick with fruit,63.00,0.63,Col Crunch Sundae on a stick,1.43,3.92,15.58,13.52,1.45,2.40,49.14,28.35
214,13120500,000000,Ice cream sandwich,29.00,0.29,Oreo mini sandwich,1.24,2.49,10.77,5.39,0.00,0.67,24.94,37.41
214,13120500,000000,Ice cream sandwich,59.00,0.59,sandwich,2.53,5.06,21.91,10.96,0.00,1.37,50.74,76.11
215,13120550,000000,Ice cream cookie sandwich,105.00,1.05,Chipwich,3.89,7.77,41.58,22.37,1.26,1.75,76.65,170.10
215,13120550,000000,Ice cream cookie sandwich,59.00,0.59,sandwich,2.18,4.37,23.36,12.57,0.71,0.98,43.07,95.58
216,13120700,000000,"Ice cream cone, vanilla ice cream or other flavors, with nuts",78.00,0.78,cone,4.61,12.66,20.01,14.36,1.56,4.83,111.54,61.62
217,13120710,000000,"Ice cream cone, vanilla ice cream or other flavors, chocolate covered, with nuts",92.00,0.92,Choco Taco,4.79,20.13,31.63,23.00,0.92,10.54,57.96,86.48
217,13120710,000000,"Ice cream cone, vanilla ice cream or other flavors, chocolate covered, with nuts",60.00,0.60,Nutty Buddy,3.13,13.13,20.63,15.00,0.60,6.87,37.80,56.40
217,13120710,000000,"Ice cream cone, vanilla ice cream or other flavors, chocolate covered, with nuts",78.00,0.78,cone and single dip,4.06,17.07,26.82,19.50,0.78,8.94,49.14,73.32
218,13120720,000000,"Ice cream cone, vanilla ice cream or other flavors, chocolate covered",78.00,0.78,cone and single dip,3.03,9.61,24.11,17.91,1.01,5.71,88.14,67.86
219,13120730,000000,"Ice cream cone, vanilla ice cream or other flavors ",78.00,0.78,cone and single dip,2.93,8.40,20.88,15.87,0.62,5.05,95.16,70.20
220,13120750,000000,"Ice cream cone, chocolate ice cream, with nuts",78.00,0.78,cone,4.91,12.19,22.88,17.69,1.72,4.30,107.64,43.68
221,13120760,000000,"Ice cream cone, chocolate ice cream, chocolate covered ",78.00,0.78,cone,3.18,8.78,26.96,21.56,1.09,5.20,82.68,49.14
222,13120770,000000,"Ice cream cone, chocolate ice cream",78.00,0.78,cone and single dip,3.17,7.43,24.84,19.62,0.78,4.41,88.14,52.26
223,13120780,000000,"Ice cream cone, chocolate ice cream, chocolate covered, with nuts",78.00,0.78,cone,4.79,13.03,24.91,19.55,1.95,5.02,101.40,41.34
224,13120790,000000,Drumstick ice cream sundae cone,107.00,1.07,cone,6.07,16.36,31.83,23.08,2.03,7.94,116.63,86.67
225,13120800,000000,"Ice cream soda, vanilla or other flavors",192.00,1.92,cup,1.77,5.57,26.92,25.73,0.38,3.43,71.04,59.52
225,13120800,000000,"Ice cream soda, vanilla or other flavors",240.00,2.40,soda (10 fl oz),2.21,6.96,33.65,32.16,0.48,4.29,88.80,74.40
226,13120810,000000,"Ice cream soda, chocolate",192.00,1.92,cup,1.92,5.57,29.24,27.80,0.58,3.43,61.44,57.60
226,13120810,000000,"Ice cream soda, chocolate",240.00,2.40,soda (10 fl oz),2.40,6.96,36.55,34.75,0.72,4.29,76.80,72.00
227,13121100,000000,"Ice cream sundae, fruit topping, with whipped cream",425.00,4.25,banana split,9.69,46.24,141.70,85.68,2.55,28.64,344.25,233.75
227,13121100,000000,"Ice cream sundae, fruit topping, with whipped cream",165.00,1.65,sundae,3.76,17.95,55.01,33.26,0.99,11.12,133.64,90.74
228,13121200,000000,"Ice cream sundae, prepackaged, vanilla or other flavors",131.00,1.31,sundae (6 fl oz),5.63,7.86,38.51,27.17,0.39,4.05,157.20,124.45
229,13121300,000000,"Ice cream sundae, chocolate or fudge topping, with whipped cream",165.00,1.65,sundae,5.97,22.39,53.29,37.02,1.98,13.12,155.09,254.08
230,13121400,000000,"Ice cream sundae, caramel or butterscotch topping, with whipped cream",165.00,1.65,sundae,3.75,18.81,58.29,56.20,0.66,11.63,140.24,113.84
231,13121500,000000,"Ice cream sundae, fudge topping, with cake and whipped cream",175.00,1.75,sundae,6.61,23.80,62.81,42.44,1.93,12.76,169.75,309.75
232,13122100,000000,"Ice cream pie, no crust",132.30,1.32,piece (1/6 of whole),4.38,19.02,27.65,24.90,0.79,11.78,158.75,99.22
233,13122500,000000,"Ice cream pie, with cookie crust, fudge topping, and whipped cream",306.00,3.06,piece (1/6 of whole),12.12,42.35,125.00,73.47,4.28,20.34,253.98,654.84
234,13126000,000000,Fried ice cream,133.00,1.33,cup,5.29,20.03,43.37,29.38,1.46,8.85,135.66,202.16
235,13130300,000000,"Ice cream, light, vanilla or other flavors ",148.00,1.31,cup,6.26,6.33,38.59,28.98,0.39,3.83,210.91,96.94
235,13130300,000000,"Ice cream, light, vanilla or other flavors ",120.00,0.66,medium scoop,3.15,3.19,19.44,14.60,0.20,1.93,106.26,48.84
236,13130310,000000,"Ice cream, light, chocolate",148.00,1.31,cup,6.55,9.42,33.67,32.37,1.05,5.74,208.29,93.01
236,13130310,000000,"Ice cream, light, chocolate",120.00,0.68,medium scoop,3.40,4.89,17.48,16.80,0.54,2.98,108.12,48.28
237,13130330,000000,"Ice cream, light, no sugar added, vanilla or other flavors",148.00,1.37,cup,5.44,10.21,29.35,8.85,0.00,5.55,186.32,131.52
237,13130330,000000,"Ice cream, light, no sugar added, vanilla or other flavors",120.00,0.69,medium scoop,2.74,5.14,14.78,4.46,0.00,2.79,93.84,66.24
238,13130340,000000,"Ice cream, light, no sugar added, chocolate",148.00,1.37,cup,4.85,7.86,36.70,7.74,1.23,4.95,165.77,102.75
238,13130340,000000,"Ice cream, light, no sugar added, chocolate",120.00,0.69,medium scoop,2.44,3.96,18.48,3.90,0.62,2.49,83.49,51.75
239,13130600,000000,"Ice cream, light, soft serve, vanilla or other flavors",175.00,1.75,cup,8.58,4.55,38.15,32.71,0.00,2.85,274.75,122.50
240,13130610,000000,"Ice cream, light, soft serve, chocolate",175.00,1.75,cup,5.88,6.46,40.51,34.06,0.00,4.11,234.50,112.00
240,13130610,000000,"Ice cream, light, soft serve, chocolate",298.00,2.98,medium Frosty,10.01,11.00,68.99,57.99,0.00,7.00,399.32,190.72
240,13130610,000000,"Ice cream, light, soft serve, chocolate",210.00,2.10,Milky Way shake,7.06,7.75,48.61,40.87,0.00,4.93,281.40,134.40
241,13130620,000000,"Ice cream, light, soft serve cone, vanilla or other flavors",90.00,0.90,McDonald's cone,3.82,4.37,23.72,17.54,0.09,2.29,116.10,72.90
241,13130620,000000,"Ice cream, light, soft serve cone, vanilla or other flavors",29.00,0.29,McDonald's kiddie cone,1.23,1.41,7.64,5.65,0.03,0.74,37.41,23.49
241,13130620,000000,"Ice cream, light, soft serve cone, vanilla or other flavors",198.00,1.98,medium fast food cone,8.40,9.62,52.19,38.59,0.20,5.03,255.42,160.38
242,13130630,000000,"Ice cream, light, soft serve cone, chocolate",90.00,0.90,McDonald's cone,4.57,4.82,25.47,16.57,1.71,2.57,115.20,69.30
242,13130630,000000,"Ice cream, light, soft serve cone, chocolate",29.00,0.29,McDonald's kiddie cone,1.47,1.55,8.21,5.34,0.55,0.83,37.12,22.33
242,13130630,000000,"Ice cream, light, soft serve cone, chocolate",198.00,1.98,medium fast food cone,10.06,10.61,56.03,36.45,3.76,5.66,253.44,152.46
243,13130700,000000,"Ice cream, light, soft serve, blended with candy or cookies (Blizzard, McFlurry)",383.00,3.83,medium Blizzard (13 fl oz),15.32,23.21,100.27,87.25,0.77,12.23,505.56,245.12
243,13130700,000000,"Ice cream, light, soft serve, blended with candy or cookies (Blizzard, McFlurry)",342.00,3.42,regular McFlurry (12 fl oz),13.68,20.72,89.53,77.91,0.68,10.92,451.43,218.87
244,13135000,000000,"Ice cream sandwich, light vanilla ice cream",68.00,0.68,sandwich,2.92,2.07,26.96,12.14,0.00,0.56,20.40,99.28
244,13135000,000000,"Ice cream sandwich, light vanilla ice cream",85.00,0.85,Dairy Queen Sandwich,3.65,2.58,33.69,15.18,0.00,0.70,25.50,124.10
245,13135010,000000,"Ice cream sandwich, light chocolate ice cream",68.00,0.68,sandwich,3.79,4.49,26.21,17.67,1.02,2.50,85.00,37.40
246,13136000,000000,"Ice cream sandwich, light, no-sugar- added ice cream",65.00,0.65,sandwich,3.71,1.86,27.86,4.28,4.61,0.53,55.90,106.60
247,13140100,000000,"Ice cream bar, light ice cream, chocolate-coated",46.00,0.46,Light Eskimo Pie bar,1.83,8.03,13.94,10.98,0.28,6.47,59.34,27.14
247,13140100,000000,"Ice cream bar, light ice cream, chocolate-coated",56.00,0.56,bar (3 fl oz),2.23,9.78,16.97,13.37,0.34,7.88,72.24,33.04
