foodname,portiondesc,Protein,Total Fat,Carbohydrate,Total Sugar,Dietary Fiber,Saturated Fat,Calcium,Sodium
"Egg, cheese, and ham on biscuit (Ham, Egg, & Cheese Biscuit)",sandwich,18.54,24.57,22.09,3.03,0.60,7.78,279.35,1568.89
"Egg, cheese, and ham on biscuit (Ham, Egg, & Cheese Biscuit)",Hardee's biscuit,18.54,24.57,22.09,3.03,0.60,7.78,279.35,1568.89
"Egg, cheese, and ham on bagel (Egg, Ham and Cheese breakfast sandwich)",sandwich,30.45,21.10,59.80,7.96,0.44,8.98,211.46,1436.62
"Egg, cheese, and ham on bagel (Egg, Ham and Cheese breakfast sandwich)",McDonald's sandwich,30.45,21.10,59.80,7.96,0.44,8.98,211.46,1436.62
"Egg, cheese, and ham on bagel (Egg, Ham and Cheese breakfast sandwich)",Dunkin' Donuts sandwich,28.22,19.55,55.41,7.37,0.40,8.32,195.94,1331.18
"Egg, cheese, and sausage on English muffin (Sausage McMuffin with egg)",sandwich,21.27,28.78,27.73,2.37,0.32,11.02,267.12,871.32
"Egg, cheese, and sausage on English muffin (Sausage McMuffin with egg)",McDonald's McMuffin,21.27,28.78,27.73,2.37,0.32,11.02,267.12,871.32
"Egg, cheese, and sausage on English muffin (Sausage McMuffin with egg)",Burger King Breakfast Buddy,11.24,15.20,14.65,1.25,0.17,5.82,141.12,460.32
"Breakfast sandwich, with sausage, egg, and cheese",sandwich,31.08,37.49,29.84,6.52,1.06,13.34,479.23,1382.31
"Egg, cheese, and beef on English Muffin",Great Starts sandwich (5.2 oz),21.87,23.81,30.99,2.56,1.62,8.63,357.21,915.81
"Egg, cheese, and steak on bagel (Steak, Egg and Cheese Bagel)",sandwich,39.08,34.47,56.33,7.28,0.49,13.28,227.85,1572.90
"Egg, cheese, and steak on bagel (Steak, Egg and Cheese Bagel)",McDonald's sandwich,39.08,34.47,56.33,7.28,0.49,13.28,227.85,1572.90
"Egg, cheese, and sausage on biscuit (Biscuit with Sausage, Egg and Cheese)",Burger King sandwich,22.45,39.44,36.86,3.01,0.38,13.60,394.78,1393.01
"Egg, cheese, and sausage on biscuit (Biscuit with Sausage, Egg and Cheese)",Great Starts sandwich (6.2 oz),21.01,36.92,34.51,2.82,0.35,12.74,369.60,1304.16
"Egg, cheese, and sausage on biscuit (Biscuit with Sausage, Egg and Cheese)",Jimmy Dean sandwich,15.28,26.85,25.10,2.05,0.26,9.26,268.80,948.48
"Egg, cheese, and sausage griddle cake sandwich (Sausage, Egg & Cheese McGriddle)",sandwich,21.43,35.28,43.86,15.72,1.19,11.24,191.04,1297.48
"Egg, cheese, and sausage griddle cake sandwich (Sausage, Egg & Cheese McGriddle)",McGriddles sandwich,21.43,35.28,43.86,15.72,1.19,11.24,191.04,1297.48
Egg and sausage on biscuit (Sausage & Egg Biscuit),sandwich,18.03,33.65,34.10,1.54,0.32,10.45,82.62,1088.64
Egg and sausage on biscuit (Sausage & Egg Biscuit),McDonald's biscuit,18.03,33.65,34.10,1.54,0.32,10.45,82.62,1088.64
Egg and sausage on biscuit (Sausage & Egg Biscuit),Hardee's biscuit,16.70,31.16,31.58,1.43,0.30,9.67,76.50,1008.00
"Egg, cheese, and bacon on biscuit (Bacon, Egg, & Cheese Biscuit)",Great Starts sandwich (4.2 oz),14.29,20.80,29.08,2.07,0.24,7.01,122.56,970.96
"Egg, cheese, and bacon on biscuit (Bacon, Egg, & Cheese Biscuit)",sandwich,17.41,25.34,35.44,2.52,0.29,8.54,149.34,1183.12
"Egg, cheese, and bacon on biscuit (Bacon, Egg, & Cheese Biscuit)",McDonald's biscuit,17.41,25.34,35.44,2.52,0.29,8.54,149.34,1183.12
"Egg, cheese, and bacon on biscuit (Bacon, Egg, & Cheese Biscuit)",Hardee's biscuit,20.90,30.42,42.53,3.03,0.35,10.25,179.22,1419.84
"Egg, cheese, and bacon griddle cake sandwich (Bacon, Egg, & Cheese McGriddles)",sandwich,20.21,22.16,44.00,16.06,1.34,6.92,183.11,1206.17
"Egg, cheese, and bacon griddle cake sandwich (Bacon, Egg, & Cheese McGriddles)",McGriddles sandwich,20.21,22.16,44.00,16.06,1.34,6.92,183.11,1206.17
"Egg, cheese, and bacon on English muffin",sandwich,18.41,13.04,29.25,2.88,0.54,4.85,259.20,832.95
"Egg, cheese, and bacon on English muffin",Dunkin' Donuts sandwich,23.19,16.42,36.84,3.62,0.68,6.11,326.40,1048.90
"Egg, cheese and bacon on bagel (Bacon, Egg, and Cheese Bagel)",sandwich,33.11,27.11,57.88,9.03,2.46,10.46,649.41,1407.06
"Egg, cheese and bacon on bagel (Bacon, Egg, and Cheese Bagel)",Dunkin' Donuts sandwich,33.11,27.11,57.88,9.03,2.46,10.46,649.41,1407.06
Egg and bacon on biscuit (Bacon & Egg Biscuit),sandwich,14.05,25.71,23.63,2.72,0.62,6.57,156.24,1046.56
Egg and bacon on biscuit (Bacon & Egg Biscuit),Hardee's biscuit,14.05,25.71,23.63,2.72,0.62,6.57,156.24,1046.56
Egg and ham on biscuit (Ham & Egg Biscuit),sandwich,14.68,19.43,22.59,3.04,0.55,4.25,158.69,1508.23
Egg and ham on biscuit (Ham & Egg Biscuit),Hardee's biscuit,14.68,19.43,22.59,3.04,0.55,4.25,158.69,1508.23
"Egg, cheese and sausage on bagel",McDonald's sandwich,33.49,43.78,58.41,7.40,0.52,16.50,242.52,1419.00
Egg and steak on biscuit (Steak & Egg Biscuit),sandwich,19.37,23.00,55.62,4.08,1.25,4.75,80.55,1365.77
Egg and steak on biscuit (Steak & Egg Biscuit),Hardee's biscuit,19.37,23.00,55.62,4.08,1.25,4.75,80.55,1365.77
Egg and cheese on biscuit,sandwich,13.09,22.72,30.29,4.00,0.70,6.74,366.77,888.94
Egg salad sandwich,sandwich,14.47,32.93,27.73,3.75,1.43,6.43,181.26,632.82
Scrambled egg sandwich,sandwich,10.74,8.12,27.24,3.53,1.46,2.32,178.08,348.32
Egg drop soup,cup,2.83,1.49,10.47,0.22,0.98,0.41,17.08,902.76
"Garlic egg soup, Puerto Rican style",cup,7.51,9.72,11.23,1.80,0.40,2.00,50.50,830.22
Meringues,meringue,1.61,0.02,16.34,16.07,0.00,0.00,1.10,24.86
"Frozen meal, scrambled eggs, sausage, hash brown potatoes",meal (6.25 oz),16.53,26.74,16.74,2.48,1.06,8.06,61.95,686.76
"Frozen meal, scrambled eggs, bacon, hash brown  potatoes",meal (5.25 oz),17.43,23.50,16.36,2.16,1.04,7.83,65.56,798.64
"Frozen meal, scrambled eggs, sausage, pancakes",meal (5.2 oz),13.85,18.17,21.83,6.26,1.18,5.41,95.55,605.64
"White beans, canned or cooked, with vegetable oil ",cup,16.04,14.90,41.35,0.56,10.44,2.03,149.40,356.40
"White beans, canned or cooked, with butter",cup,16.16,12.20,41.35,0.58,10.44,7.51,151.20,450.00
"White beans, canned or cooked, with animal fat",cup,16.34,13.79,41.35,0.56,10.44,5.25,149.40,442.80
"White beans, canned or cooked, with vegetable shortening",cup,16.04,14.90,41.35,0.56,10.44,3.73,149.40,358.20
"White beans, cooked from dry (with salt, no fat added)",cup,16.92,0.61,43.65,0.60,11.02,0.16,157.50,414.75
"Black beans, canned or cooked, with vegetable oil ",cup,13.26,14.66,39.45,0.51,13.45,1.99,88.50,346.92
"Black beans, canned or cooked, with animal fat",cup,13.58,13.56,39.45,0.51,13.45,5.16,90.27,431.88
"Black beans, canned or cooked, with margarine",cup,13.33,8.92,39.47,0.51,13.45,1.58,92.04,446.04
"Black beans, canned or cooked, with butter",cup,13.38,12.00,39.47,0.53,13.45,7.38,92.04,437.19
"Black beans, cooked from dry (with salt, no fat added)",cup,14.00,0.60,41.68,0.55,14.28,0.15,94.60,337.12
"Fava beans, canned or cooked, with vegetable oil ",cup,12.16,14.56,31.45,2.90,8.58,1.93,57.75,413.00
"Fava beans, cooked from dry (with salt, no fat added)",cup,12.85,0.68,33.20,3.08,9.18,0.11,61.20,401.20
"Lima beans, canned (with vegetable oil)",cup,13.49,15.71,36.12,5.03,12.10,2.12,30.24,368.53
"Lima beans, canned (with animal fat)",cup,13.83,14.53,36.12,5.03,12.10,5.51,30.24,459.25
"Lima beans, canned (with vegetable shortening)",cup,13.49,15.71,36.12,5.03,12.10,3.91,30.24,368.53
"Lima beans, canned (with butter)",cup,13.63,12.85,36.13,5.03,12.10,7.88,34.02,464.92
"Lima beans, canned (with margarine)",cup,13.57,9.58,36.13,5.03,12.10,1.68,32.13,474.36
"Lima beans, cooked from dry (with salt, no fat added)",cup,14.26,0.70,38.20,5.30,12.88,0.16,31.28,428.72
"Pink beans, cooked from dry (with salt, no fat added)",cup,15.24,0.83,46.93,0.61,8.96,0.21,87.88,329.55
"Pink beans, canned or cooked, with margarine",cup,14.42,14.63,44.46,0.57,8.53,2.01,83.52,339.30
"Pink beans, canned or cooked, with animal fat",cup,14.74,13.55,44.46,0.57,8.53,5.13,83.52,422.82
"Pinto beans, canned or cooked, with vegetable oil ",cup,14.69,15.24,42.72,0.55,14.60,2.08,74.76,345.32
"Pinto beans, canned or cooked, with butter",cup,14.81,12.55,42.74,0.57,14.60,7.50,78.32,436.10
"Pinto beans, canned or cooked, with animal fat",cup,15.01,14.12,42.72,0.55,14.60,5.26,76.54,430.76
"Pinto beans, canned or cooked, with margarine",cup,14.76,9.47,42.74,0.55,14.60,1.66,78.32,445.00
"Pinto beans, canned or cooked, with vegetable shortening",cup,14.69,15.22,42.72,0.55,14.60,3.76,74.76,345.32
"Pinto beans, cooked from dry (with salt, no fat added)",cup,15.50,1.12,45.14,0.59,15.57,0.23,79.58,335.62
"Pinto beans, cooked from dry (with salt, no fat added)","cup, refried beans",20.07,1.46,58.44,0.76,20.16,0.30,103.04,434.56
"Kidney beans, canned or cooked, with vegetable oil ",cup,14.05,14.90,36.94,0.51,12.04,1.96,46.02,345.15
"Kidney beans, canned or cooked, with animal fat",cup,14.35,13.81,36.94,0.51,12.04,5.13,46.02,430.11
"Kidney beans, canned or cooked, with margarine",cup,14.12,9.17,36.96,0.51,12.04,1.55,47.79,444.27
"Kidney beans, canned or cooked, with butter",cup,14.16,12.23,36.96,0.53,12.04,7.35,49.56,435.42
"Kidney beans, canned (no fat added)",cup,14.83,0.86,38.98,0.55,12.73,0.12,48.16,400.76
"Soybeans, cooked from dry (with salt, no fat added)",cup,29.77,16.06,17.77,5.36,10.80,2.32,183.60,417.60
"Mung beans, cooked from dry (with salt, no fat added)",cup,13.96,0.76,38.08,3.98,15.20,0.23,54.00,466.00
"Mung beans, cooked with margarine",cup,13.24,15.83,36.14,3.77,14.35,2.20,51.25,442.78
"Baked beans, vegetarian",cup,12.07,0.94,53.70,20.22,10.41,0.18,86.36,871.22
"Chili beans (barbecue beans, ranch style beans, Mexican- style beans)",cup,12.65,2.53,42.75,13.28,10.63,0.37,78.43,1834.18
"Beans and tomatoes, no fat added",cup,15.29,1.06,45.98,3.92,15.49,0.22,89.54,563.84
"Beans and tomatoes, with margarine",cup,15.03,5.20,45.18,3.85,15.25,0.76,87.12,554.16
"Baked beans, (Boston baked beans)",cup,15.31,12.75,55.38,18.22,9.87,4.54,174.56,1338.32
"Refried beans, with lard and oil",cup,15.86,13.08,47.11,1.87,15.43,3.46,93.61,905.70
"Refried beans, with vegetable oil ",cup,15.84,13.41,47.06,1.87,15.43,2.12,93.61,903.17
"Refried beans, with vegetable shortening",cup,15.89,12.78,47.18,1.87,15.43,3.30,93.61,905.70
"Refried beans, with animal fat",cup,15.99,12.35,47.18,1.87,15.43,4.61,93.61,938.59
"Refried beans, with cheese",cup,16.29,7.26,36.73,1.16,12.14,3.77,177.09,1158.69
"Refried beans, with cheese",Taco Bell Pintos 'N Cheese,8.24,3.67,18.59,0.59,6.14,1.91,89.60,586.24
"Refried beans, with sausage",cup,17.79,19.56,33.80,1.09,11.13,6.90,83.49,1512.88
"Bean dip, made with refried beans",cup,12.71,2.72,36.68,1.94,12.05,0.90,78.60,1032.28
Hummus,cup,11.96,21.13,49.49,0.66,9.84,2.81,120.54,595.30
Hummus,tablespoon,0.73,1.29,3.02,0.04,0.60,0.17,7.35,36.30
Black bean sauce,tablespoon,0.39,0.74,1.83,0.43,0.24,0.10,4.08,137.53
Beans and franks (beanie weenies),cup,17.48,17.02,39.86,16.91,17.87,6.09,124.32,1113.66
"Beans, dry, cooked with ground beef",cup,27.72,10.08,52.54,16.41,8.25,3.80,135.66,1154.44
Pork and beans,cup,13.18,3.49,53.36,21.15,10.88,0.81,144.20,852.58
"Beans, dry, cooked with pork",cup,17.41,5.82,31.79,10.70,5.16,2.07,87.22,850.84
Falafel,"patty (2-1/4"" across)",2.32,3.02,5.37,0.56,2.21,0.40,9.35,79.39
Bean cake,cake,1.80,6.78,15.89,6.52,0.96,1.22,4.16,59.52
"Stewed beans with pork, tomatoes, and chili peppers, Mexican style ",cup,13.26,20.47,23.40,1.89,4.60,7.25,53.24,621.91
"Stewed red beans, Puerto Rican style ",cup,10.75,7.55,25.53,1.63,6.00,1.32,42.50,617.50
"Stewed pink beans, with white potatoes and ham, Puerto Rican style",cup,10.61,7.75,26.82,1.71,6.12,1.38,53.55,599.23
"Black beans, Cuban style",cup,16.12,4.21,49.87,4.78,11.88,0.88,110.70,1115.10
"Baked beans, low sodium",cup,12.14,1.01,51.84,19.68,13.91,0.26,126.50,2.53
"Chili, with beans",cup,6.10,0.68,21.23,6.78,6.83,0.13,68.31,1057.50
"Black-eyed peas (cowpeas), canned or cooked, with margarine",cup,12.30,14.69,33.03,5.25,10.27,2.03,38.28,408.90
"Black-eyed peas (cowpeas), canned or cooked, with animal fat",cup,12.62,13.61,33.03,5.25,10.27,5.14,38.28,492.42
"Black-eyed peas (cowpeas), canned or cooked, with vegetable shortening",cup,12.30,14.69,33.03,5.25,10.27,3.68,38.28,408.90
"Black-eyed peas (cowpeas), canned or cooked, with butter",cup,12.42,12.08,33.04,5.25,10.27,7.33,41.76,497.64
"Black-eyed peas (cowpeas), cooked from dry (with salt, no fat added)",cup,12.98,0.90,34.88,5.54,10.99,0.23,40.56,397.15
"Chickpeas (garbanzo beans), canned or cooked, with vegetable oil ",cup,14.82,18.08,46.56,8.21,13.35,2.24,74.36,410.67
"Chickpeas (garbanzo beans), canned or cooked, with margarine",cup,14.89,12.61,46.58,8.21,13.35,1.85,77.74,507.00
"Chickpeas (garbanzo beans), canned or cooked, with butter",cup,14.94,15.53,46.58,8.23,13.35,7.38,77.74,496.86
"Chickpeas (garbanzo beans), canned or cooked, with animal fat",cup,15.11,17.02,46.56,8.21,13.35,5.26,76.05,491.79
"Chickpeas (garbanzo beans), cooked from dry (with salt, no fat added)",cup,15.64,4.90,49.16,8.68,14.10,0.51,78.72,398.50
"Split peas, cooked (with salt, no fat added)",cup,16.25,0.76,41.10,5.64,16.07,0.11,27.44,456.68
"Stewed green peas, Puerto Rican style",cup,23.24,8.66,56.99,8.19,23.66,1.45,57.20,546.00
"Black-eyed peas (cowpeas), canned or cooked from dry, with pork",cup,23.63,4.69,24.90,3.96,7.88,1.52,35.80,1303.12
"Lentils, cooked (with vegetable oil) ",cup,16.44,13.25,36.71,3.29,14.50,1.74,35.28,431.20
"Lentils, cooked (with margarine)",cup,16.42,11.21,36.71,3.27,14.31,2.08,35.28,529.20
"Lentils, cooked (with vegetable shortening)",cup,16.50,12.54,36.85,3.29,14.50,3.06,35.28,433.16
"Lentils, cooked (with butter)",cup,16.52,11.27,36.61,3.27,14.31,6.79,37.24,515.48
"Lentils, cooked (with animal fat)",cup,16.78,11.62,36.85,3.29,14.50,4.31,35.28,505.68
"Lentils, cooked (with salt, no fat added)",cup,17.13,0.73,38.22,3.42,15.09,0.10,36.29,445.01
Lentil loaf,"slice (3/4"" thick)",4.04,3.60,9.53,1.07,2.96,0.40,15.51,41.83
"Stewed pigeon peas, Puerto Rican style",cup,9.07,8.24,40.33,10.58,6.76,1.78,65.00,910.00
Soy nuts,cup,32.75,23.62,31.20,3.91,16.46,3.42,128.34,151.59
Soy nuts,package (4.75 oz),47.55,34.29,45.29,5.67,23.89,4.96,186.30,220.05
Soy chips,bag (1.3 oz),9.81,2.72,19.67,0.67,1.30,0.41,63.27,311.54
Soybean curd cheese,cup,28.13,18.22,15.53,3.60,0.00,2.64,423.00,45.00
Miso sauce,tablespoon,0.79,0.41,4.25,2.87,0.36,0.08,4.05,252.45
Miso (soybean paste),tablespoon,2.01,1.03,4.55,1.07,0.93,0.20,9.80,641.22
Natto (fermented soybean product),cup,31.19,19.36,25.27,8.61,9.50,2.80,381.92,12.32
Hoisin sauce,tablespoon,0.60,0.61,7.93,4.91,0.50,0.10,5.76,290.70
Soy sauce,tablespoon,1.30,0.09,0.79,0.06,0.13,0.01,5.28,878.88
"Soy sauce, reduced sodium",tablespoon,1.45,0.05,0.89,0.08,0.11,0.01,4.80,575.68
Soy yogurt,container (6 oz),5.95,3.06,27.13,2.11,0.34,0.44,200.60,59.50
Teriyaki sauce,tablespoon,0.94,0.00,2.47,2.24,0.02,0.00,3.98,609.45
"Teriyaki sauce, reduced sodium",tablespoon,0.95,0.00,2.49,2.26,0.02,0.00,4.00,284.48
Worcestershire sauce,tablespoon,0.00,0.00,3.31,1.71,0.00,0.00,18.19,166.60
"Tofu, deep fried",ounce(s),4.88,5.73,2.98,0.77,1.11,0.83,105.65,4.54
"Tofu, breaded, fried","slice (2-3/4"" x 1"" x 1/2"")",2.26,2.77,2.67,0.37,0.20,0.60,34.80,26.39
Soybean meal,tablespoon,2.63,1.57,2.67,0.57,0.73,0.23,15.66,0.99
"Protein supplement, powdered",Shaklee packet,32.15,2.00,16.07,0.00,2.79,0.33,249.66,372.21
"Protein supplement, powdered",tablespoon,5.26,0.33,2.63,0.00,0.46,0.05,40.87,60.92
Protein diet powder with soy and casein,tablespoon,5.64,0.35,2.82,2.72,0.10,0.06,176.40,65.30
"High protein bar, candy-like, soy and milk base (Tiger's milk)",bar,9.88,1.41,31.14,18.34,1.40,1.41,141.00,84.50
Zone Perfect Classic Crunch nutrition bar,bar,15.00,7.00,22.50,13.50,1.00,2.25,100.00,225.00
Balance Original Bar,bar,14.00,6.00,24.36,17.00,2.00,0.57,100.00,75.00
South Beach Living High Protein Cereal Bar,bar,10.00,5.01,16.92,7.00,3.01,1.91,150.15,135.10
South Beach Living Meal Replacement Bar,bar,15.84,5.00,24.45,14.87,4.15,4.32,490.50,300.00
"Textured vegetable protein, dry","cup, coarse grain",31.97,0.83,26.09,12.84,11.90,0.09,163.88,13.60
"Textured vegetable protein, dry","cup, fine grain",56.41,1.46,46.04,22.66,21.00,0.16,289.20,24.00
Ensure (meal replacement or supplement),cup,8.69,6.02,38.28,17.72,0.00,0.62,297.36,196.56
"Ensure (meal replacement or supplement), with fiber",can (8 fl oz),8.51,5.90,40.57,11.61,2.73,0.38,337.28,193.44
Ensure Plus (meal replacement or supplement),can (8 fl oz),13.00,11.39,50.10,50.10,0.00,1.70,199.08,239.40
Isocal or Osmolite (meal replacement or supplement),can (12 oz),12.91,12.03,51.84,0.00,0.00,3.37,185.00,222.00
"Tofu frozen dessert, other flavors",cup,7.40,30.57,37.19,34.83,1.48,4.55,47.56,405.06
"Tofu frozen dessert, chocolate",cup,5.31,24.19,41.26,32.80,5.90,5.75,50.84,380.46
"Beans and franks, frozen dinner",dinner (12 oz),17.85,18.77,73.68,36.68,7.82,6.16,108.80,1618.35
"Bean soup, with bacon or pork",cup,7.79,5.87,22.49,3.97,7.84,1.51,83.49,895.58
Black bean soup,cup,5.98,1.63,19.04,3.06,8.40,0.42,46.93,1202.89
Lima bean soup,cup,11.33,1.95,21.55,4.20,6.83,0.55,27.83,612.24
"Soybean soup, made with milk",cup,13.96,12.40,13.38,8.12,3.79,2.66,182.15,460.44
"Bean soup, with macaroni and meat",cup,6.53,11.36,20.52,0.61,3.29,4.08,45.54,516.10
"Soybean soup, miso broth",cup,5.71,3.70,6.14,2.14,0.96,0.52,38.40,1463.94
Pinto bean soup,cup,23.81,2.71,59.73,3.49,14.67,0.68,106.26,617.30
"Bean soup, with macaroni",cup,12.83,5.77,32.16,1.95,5.82,1.70,149.26,518.63
Portuguese bean soup,cup,13.91,7.94,36.56,5.16,8.10,2.48,73.37,597.06
"Bean and ham soup, canned, chunky style",cup,11.23,4.03,27.14,4.64,4.13,1.60,34.02,731.43
"Bean soup, with vegetables, rice, and pork",cup,9.06,5.86,24.66,1.92,3.40,1.90,36.45,612.36
"Bean soup, mixed beans",cup,11.30,1.88,22.63,2.24,6.66,0.54,52.36,585.46
"Bean soup, home recipe",cup,12.55,1.90,24.08,1.88,5.93,0.55,83.98,612.56
"Bean and ham soup, canned, reduced sodium",cup,10.43,2.56,34.01,7.89,9.96,0.63,94.62,465.63
Bean and rice soup,cup,7.74,3.67,22.87,3.04,3.54,0.65,58.19,655.24
"Bean and ham soup, home recipe",cup,18.97,4.92,20.50,1.61,4.94,1.61,71.63,904.02
"Stewed kidney bean liquid, Puerto Rican style",cup,4.32,7.68,6.72,0.00,0.24,2.82,31.20,4.80
"Pea and ham soup, chunky style",cup,11.09,3.98,26.81,4.58,4.08,1.58,33.60,722.37
Garbanzo or chickpea soup,cup,11.81,3.79,25.40,5.59,6.83,0.72,50.60,645.12
Split pea soup with ham,cup,11.69,4.20,28.26,4.83,4.30,1.67,35.42,761.50
Split pea soup,cup,8.00,2.73,24.70,7.97,4.75,1.31,30.00,840.00
"Split pea soup, canned, reduced sodium",cup,9.63,2.30,29.58,12.65,4.75,0.75,42.50,415.00
"Split pea soup with ham, canned, reduced sodium",cup,10.12,1.77,28.84,3.97,4.81,0.74,40.48,495.86
Lentil soup,cup,9.65,4.12,21.95,3.30,7.94,0.55,29.76,463.76
"White bean soup, Puerto Rican style ",cup,7.51,6.85,37.43,2.37,4.68,1.45,63.25,1793.00
"Bacon, meatless, cooked (vegetarian)",strip,0.53,1.48,0.32,0.00,0.13,0.23,1.15,73.25
Vegetarian sausage (Morningstar Farms),link,4.63,4.54,2.46,0.00,0.70,0.73,15.75,222.00
Vegetarian sausage (Morningstar Farms),patty,7.04,6.90,3.74,0.00,1.06,1.11,23.94,337.44
Vegetarian sausage (Morningstar Farms),slice,5.19,5.08,2.76,0.00,0.78,0.82,17.64,248.64
"Chicken, meatless, breaded, fried (vegetarian)",piece,7.66,4.60,3.06,0.00,1.55,0.41,15.12,144.00
"Fish stick, meatless (vegetarian)",stick,6.44,5.04,2.52,0.22,1.71,0.80,26.60,137.20
"Hot dog, frankfurter, meatless (vegetarian)",frankfurter,13.73,9.61,5.39,0.00,2.73,1.16,23.10,329.70
"Meatballs, meatless (vegetarian)",meatball,3.78,1.62,1.44,0.23,0.83,0.26,4.50,99.00
"Vegetarian or soy burger (Boca burger, MorningStar Farms), no bun",patty,10.99,4.41,9.99,0.75,3.43,1.01,95.20,398.30
"Pot pie, vegetarian ",pie,17.39,31.78,38.88,3.86,4.77,8.74,68.10,778.61
"Chili, vegetarian, with meat substitute",cup,18.90,7.44,35.28,6.48,11.18,1.24,66.04,647.70
"Tofu stir-fry, including carrots, broccoli, and/or dark-green leafy vegetables, with soy-based sauce",cup,8.20,14.32,10.94,3.80,2.82,1.95,138.87,470.87
"Tofu stir-fry, no carrots, broccoli, or dark-green leafy vegetables, with soy-based sauce",cup,8.31,14.80,10.20,3.80,1.95,2.01,132.36,455.68
"Stew, vegetarian ",cup,41.99,7.41,17.29,3.09,2.72,1.17,76.57,988.00
"Stroganoff, vegetarian (made with meat substitute)",cup,9.39,12.79,14.09,2.09,3.25,4.29,102.50,578.75
"Meat loaf or patties, vegetarian (made with meat substitute)",slice,11.76,5.04,4.48,0.67,2.58,0.80,16.24,308.00
"Bouillon, vegetarian, dry",cube,0.47,0.20,2.40,0.15,0.12,0.09,1.84,268.88
"Soyburger, meatless, with cheese on bun",sandwich,17.57,9.17,34.55,6.68,4.48,3.18,368.17,900.14
"Almonds, raw","cup, ground",20.09,47.43,20.47,3.99,11.88,3.61,255.55,0.95
"Almonds, raw","cup, sliced, blanched",22.21,52.43,22.63,4.41,13.13,3.99,282.45,1.05
"Almonds, raw","cup, sliced, unblanched",20.09,47.43,20.47,3.99,11.88,3.61,255.55,0.95
"Almonds, raw","cup, slivered, blanched",26.23,61.91,26.72,5.21,15.50,4.71,333.56,1.24
